,text
1559, Uptravi Janssen (Janssen-Cilag AS) : Kapitell egenskap: Egenskaper og miljø  VirkningsmekanismeSeleksipag hydrolyseres av karboksylesteraser til aktiv metabolitt  som er ca. 37 × mer potent enn seleksipag. Seleksipag og dens aktive metabolitt har høy affinitet og selektivitet for IP-reseptoren  og lav selektivitet for EP1  EP3  FP og TP. Stimulering av IP-reseptoren gir vasodilaterende samt anti-proliferative og anti-fibrotiske effekter.               AbsorpsjonRaskt. Cmax for seleksipag og aktiv metabolitt nås i løpet av hhv. 1-3 timer og 3-4 timer. Absolutt biotilgjengelighet er ca. 49% (påvirkes av mat).               ProteinbindingSeleksipag og aktiv metabolitt er bundet til plasmaproteiner i høy grad (ca. 99% totalt og i samme grad til albumin og α1‑syre‑glykoprotein).               FordelingVdss: 11 7 liter.               HalveringstidGjennomsnittlig terminal t1/2: 0 8-2 5 timer. Aktiv metabolitt t1/2: 6 2-13 5 timer. Total clearance: 17 9 liter/time.               MetabolismeSeleksipag blir hydrolysert til aktiv metabolitt av karboksylesteraser i leveren og tarmen. Oksidativ metabolisering katalysert hovedsakelig av CYP2C8 og i mindre grad av CYP3A4 fører til dannelse av hydroksylerte og dealkylerte produkter. UGT1A3 og UGT2B7 er involvert i glukuronidering av aktiv metabolitt.               UtskillelseFullstendig 5 dager etter administrering (hos friske)  hovedsakelig via feces (93%) og 12% via urin.                      Miljø og legemidler                B01A C27                         Seleksipag                                                                          Miljørisiko: Miljøpåvirkning av seleksipag kan ikke utelukkes  da økotoksikologiske data mangler.   Bioakkumulering: Seleksipag har lavt potensiale for bioakkumulering.  Nedbrytning: Det kan ikke utelukkes at seleksipag er persistent  da data mangler.                          Miljøinformasjonen (datert 12.05.2022) er utarbeidet av Janssen.                        Les mer på Fass     Se miljøinfo for virkestoff i samme ATC-gruppe
1560, Uptravi Janssen (Janssen-Cilag AS) : Kapitell forsiktighet: ForsiktighetsreglerHypotensjon: Seleksipag har vasodilaterende egenskaper som kan gi hypotensjon. Før forskrivning bør lege vurdere nøye om pasienten har underliggende tilstander som kan påvirkes negativt av vasodilatasjonen (f.eks. antihypertensiv behandling  hypotensjon ved hvile  hypovolemi  alvorlig obstruksjon i venstre ventrikkels utløp eller autonom dysfunksjon). Hypertyreoidisme: Er sett. Testing av skjoldkjertelens funksjon anbefales når klinisk indisert pga. tegn/symptomer på hypertyreoidisme. Venookklusiv lungesykdom: Lungeødem er rapportert ved bruk av vasodilatatorer (hovedsakelig prostasykliner) hos pasienter med venookklusiv lungesykdom. Muligheten for venookklusiv lungesykdom skal derfor tas i betraktning ved tegn på lungeødem. Ved bekreftet lungeødem bør seleksipag seponeres. Bilkjøring og bruk av maskiner: Har liten påvirkning på evnen til å kjøre bil og bruke maskiner. Pasientens kliniske status og preparatets bivirkningsprofil (som hodepine eller hypotensjon) bør tas i betraktning ved vurdering av evnen til å kjøre bil og bruke maskiner.
1561, Uptravi Janssen (Janssen-Cilag AS) : Kapitell dosering-strukturert: Dosering Behandling bør igangsettes og overvåkes av lege med erfaring i behandling av PAH.                 Individuell dosetitrering                              Pasienten skal opptitreres til høyest individuelt tolererte dose  som kan være i området 200-1600 µg 2 ganger daglig. Anbefalt startdose er 200 µg 2 ganger daglig  med ca. 12 timers mellomrom. Dosen økes trinnvis med 200 µg 2 ganger daglig  vanligvis med 1 ukes mellomrom. I starten av behandlingen og ved hvert opptitreringstrinn er det anbefalt å ta første dose om kvelden. Under dosetitrering kan det forekomme bivirkninger som hodepine  diaré  kvalme og oppkast  kjevesmerte  myalgi  smerte i ekstremiteter  artralgi og rødme. Disse er relatert til seleksipags virkningsmekanisme og er vanligvis forbigående eller kan kontrolleres med symptomatisk behandling (se Bivirkninger). Ved doseøkning til ikke-tolererbar dose  skal dosen reduseres til forrige dosenivå. Dersom opptitrering begrenses av andre årsaker enn bivirkninger som skyldes seleksipags virkningsmekanisme  kan et nytt forsøk på opptitrering til høyeste individuelt tolererte dose vurderes  inntil maks. dose på 1600 µg 2 ganger daglig.                                Individuell vedlikeholdsdose                              Vedlikeholdsdosen bør være høyeste tolererte dose nådd under dosetitreringen. Dersom behandlingen etter en tid tåles dårligere ved en gitt dose  bør symptomatisk behandling og/eller dosereduksjon til forrige lavere dosenivå vurderes.                                Dosejustering ved samtidig bruk av moderat CYP2C8-hemmer                 Reduser dosering til 1 gang daglig ved samtidig bruk av moderat CYP2C8-hemmer (f.eks. klopidogrel  deferasiroks og teriflunomid). Dersom behandlingen ikke tolereres ved en gitt dose  bør symptomatisk behandling og/eller dosereduksjon til neste lavere dose vurderes. Gå tilbake til 2 ganger daglig dosering når behandling med moderat CYP2C8-hemmer avsluttes.                                Seponering                              Begrenset erfaring med brå seponering. Ingen evidens for akutt rebound-effekt. Seponering bør skje gradvis mens alternativ behandling introduseres.                 Glemt dose Glemt dose skal tas så snart som mulig. Skal ikke tas dersom det er <6 timer til neste planlagte dose. Dersom behandlingen glemmes i ≥3 dager  bør behandlingen gjenopptas med lavere dose og deretter opptitreres.              Spesielle pasientgrupper  Nedsatt leverfunksjon: Ingen dosejustering ved lett nedsatt leverfunksjon (Child‑Pugh A). Ved moderat nedsatt leverfunksjon (Child‑Pugh B) bør startdosen være 200 µg 1 gang daglig  og dosen bør økes 1 gang i uken i trinn på 200 µg 1 gang daglig  inntil det oppstår bivirkninger som skyldes virkningsmekanismen til seleksipag og som ikke tolereres eller kontrolleres medisinsk. Bør ikke brukes ved alvorlig nedsatt leverfunksjon (Child‑Pugh C). Nedsatt nyrefunksjon: Ingen dosejustering ved lett til moderat nedsatt nyrefunksjon. Endring av startdose er ikke nødvendig ved alvorlig nedsatt nyrefunksjon (eGFR <30 ml/minutt/1 73 m2)  men dosetitrering skal utføres med forsiktighet. Bør ikke brukes til dialysepasienter pga. manglende erfaring. Barn og ungdom <18 år: Sikkerhet og effekt er ikke fastslått. Ingen tilgjengelige data. Anbefales ikke. Eldre: Bør brukes med forsiktighet hos eldre >75 år  pga. begrenset klinisk erfaring.     Administrering Tas morgen og kveld. I begynnelsen av hver opptitreringsfase skal første økte dose tas om kvelden. Svaksynte eller blinde skal oppfordres til å be om hjelp i titreringsperioden. Tas med mat for å bedre tolerabiliteten. Skal svelges hele med vann. Skal ikke tygges. Skal ikke deles eller knuses.              Legemiddelfoto               Uptravi «Janssen» tabletter  filmdrasjerte 200 μg         Merking 1: 2   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: lysegul   Farge: Lysegul   Informasjon fra legemiddelfirma: Med “2” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 400 μg         Merking 1: 4   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: rød   Farge: Brunrød   Informasjon fra legemiddelfirma: Med “4” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 600 μg         Merking 1: 6   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: lysfiolett   Farge: Lilla   Informasjon fra legemiddelfirma: Med “6” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 800 μg         Merking 1: 8   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: grønn   Farge: Mørkegrønn   Informasjon fra legemiddelfirma: Med “8” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 1000 μg         Merking 1: 10   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: oransje   Farge: Oransje   Informasjon fra legemiddelfirma: Med “10” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 1200 μg         Merking 1: 12   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: mørkfiolett   Farge: Mørkelilla   Informasjon fra legemiddelfirma: Med “12” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 1400 μg         Merking 1: 14   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: mørkegul   Farge: Mørkegul   Informasjon fra legemiddelfirma: Med “14” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.            Uptravi «Janssen» tabletter  filmdrasjerte 1600 μg         Merking 1: 16   Form: Rund   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 7.3x7.3 mm   Offisiell farge: brun   Farge: Brun   Informasjon fra legemiddelfirma: Med “16” preget på den ene siden.      Farge og størrelse på kapsel/tablett kan avvike noe.
1562, Uptravi Janssen (Janssen-Cilag AS) : Kapitell overdosering: Overdosering/Forgiftning        Forgiftninger - Giftinformasjonen                                      B01A C27                                              Seleksipag                            B01A C27   Seleksipag                                                            Toksisitet: Begrenset erfaring med overdoser. Voksne: 3 2 mg har gitt lette symptomer. Estimert toksisk dose er ca. 70 μg/kg (voksne og barn).                                                                                      Klinikk: Forsterkning av rapporterte bivirkninger.                                                                                      Behandling: Ventrikkeltømming og kull hvis indisert. Symptomatisk behandling.                                                SymptomerIsolerte tilfeller av overdose på opptil 3200 µg. Lett  forbigående kvalme var eneste rapporterte konsekvens.               BehandlingStøttetiltak iht. behov. Dialyse er sannsynligvis ikke effektivt  da seleksipag og dens aktive metabolitt har høy grad av proteinbinding.
1563, Uptravi Janssen (Janssen-Cilag AS) : Kapitell LastDateChangedSection: Sist endret: 21.06.2022               (priser og ev. refusjon oppdateres hver 14. dag)
1564, Diprasorin Orion (Orion Pharma AS) : Kapitell indikasjon: IndikasjonerSekundær profylakse av iskemisk slag og transitoriske iskemiske anfall.
1565, Diprasorin Orion (Orion Pharma AS) : Kapitell spc-preparatomtale: SPC (preparatomtale)    Diprasorin KAPSLER MED MODIFISERT FRISETTING  harde 200 mg/25 mgGå til godkjent preparatomtale    Lenkene går til godkjente preparatomtaler (SPC) på Legemiddelverkets nettside. Legemidler sentralt godkjent i EU/EØS lenkes til preparatomtaler på nettsiden til The European Medicines Agency (EMA). For sentralt godkjente legemidler ligger alle styrker og legemiddelformer etter hverandre i samme dokument.
1566, Diprasorin Orion (Orion Pharma AS) : Kapitell vnrtabell: Pakninger  priser og refusjon  Diprasorin  KAPSLER MED MODIFISERT FRISETTING  harde:     Styrke Pakning                    Varenr. Refusjon Pris (kr) R.gr.     200 mg/25 mg 2 × 50 stk. (boks) 573595 Blå resept 457 00 C
1567, Diprasorin Orion (Orion Pharma AS) : Kapitell bivirkning: Bivirkninger Gå til bivirkningssøk                 Frekvensintervaller: Svært vanlige (≥1/10)  vanlige (≥1/100 til <1/10)  mindre vanlige (≥1/1000 til <1/100)  sjeldne (≥1/10 000 til <1/1000)  svært sjeldne (<1/10 000) og ukjent frekvens.                        Bivirkningsoppslag             Endre sortering til Frekvens      Organklasse Bivirkning   Blod/lymfe   Vanlige Anemi   Sjeldne Trombocytopeni   Gastrointestinale   Svært vanlige Abdominalsmerter  diaré  dyspepsi  kvalme   Vanlige Gastrointestinal blødning  oppkast (alvorlig)   Mindre vanlige Duodenalsår  magesår   Sjeldne Erosiv gastritt  jernmangelanemi pga. okkult gastrointestinal blødning   Hjerte   Vanlige Forverring av koronararteriesykdom  synkope   Mindre vanlige Takykardi   Hud   Ukjent frekvens Ekkymose  hematom  hudblødning  kontusjon   Immunsystemet   Vanlige Overfølsomhetsreaksjon (som utslett  urtikaria  alvorlig bronkospasme  angioødem)   Kar   Mindre vanlige Hetetokter  hypotensjon   Luftveier   Vanlige Epistakse   Muskel-skjelettsystemet   Vanlige Myalgi   Nevrologiske   Svært vanlige Hodepine  svimmelhet   Vanlige Intrakraniell blødning  migrenelignende hodepine   Skader/komplikasjoner   Ukjent frekvens Blødning under operasjon  postoperativ blødning   Undersøkelser   Ukjent frekvens Forlenget blødningstid   Øye   Mindre vanlige Øyeblødning                           Dipyridamol er påvist i gallestein ved dipyridamol monoterapi.                      Ytterligere bivirkninger er kjent ved monoterapi for hvert av virkestoffene. Se for øvrig Felleskatalogtekst for preparater med innhold av kun ASA.  Endre sortering til Organklasse      Frekvens Bivirkning   Svært vanlige   Gastrointestinale Abdominalsmerter  diaré  dyspepsi  kvalme   Nevrologiske Hodepine  svimmelhet   Vanlige   Blod/lymfe Anemi   Gastrointestinale Gastrointestinal blødning  oppkast (alvorlig)   Hjerte Forverring av koronararteriesykdom  synkope   Immunsystemet Overfølsomhetsreaksjon (som utslett  urtikaria  alvorlig bronkospasme  angioødem)   Luftveier Epistakse   Muskel-skjelettsystemet Myalgi   Nevrologiske Intrakraniell blødning  migrenelignende hodepine   Mindre vanlige   Gastrointestinale Duodenalsår  magesår   Hjerte Takykardi   Kar Hetetokter  hypotensjon   Øye Øyeblødning   Sjeldne   Blod/lymfe Trombocytopeni   Gastrointestinale Erosiv gastritt  jernmangelanemi pga. okkult gastrointestinal blødning   Ukjent frekvens   Hud Ekkymose  hematom  hudblødning  kontusjon   Skader/komplikasjoner Blødning under operasjon  postoperativ blødning   Undersøkelser Forlenget blødningstid                           Dipyridamol er påvist i gallestein ved dipyridamol monoterapi.                      Ytterligere bivirkninger er kjent ved monoterapi for hvert av virkestoffene. Se for øvrig Felleskatalogtekst for preparater med innhold av kun ASA.             Rapportering av bivirkninger
1568, Diprasorin Orion (Orion Pharma AS) : Kapitell oppbevaring-holdbarhet: Oppbevaring og holdbarhet50 dager etter anbrudd.
1569, Diprasorin Orion (Orion Pharma AS) : Kapitell kontraindikasjon: KontraindikasjonerOverfølsomhet for innholdsstoffene eller salisylater. Peanøtt- eller soyaallergi. Tidligere hemoragisk cerebrovaskulær hendelse/gastriske symptomer. Magesmerter ved tidligere bruk. Aktivt magesår og/eller gastrointestinal blødning. Alvorlig nedsatt lever- eller nyrefunksjon. Hemoragisk diatese eller koaguleringsforstyrrelser som hemofili og hypoprotrombinemi. G6PD-mangel. Samtidig bruk av metotreksat ved doser >15 mg/uke.
1570, Diprasorin Orion (Orion Pharma AS) : Kapitell graviditet-amming: Graviditet  amming og fertilitet        Bruk under graviditet - Legemiddelhåndboken                Acetylsalisylsyre      Se NSAID (Link)         Dipyridamol      Erfaring med bruk hos gravide er begrenset                         Bruk under amming - Legemiddelhåndboken            Relative doseverdier:  Overgang til morsmelk angis som minimal (< 2 %)  liten (2-5 %)  moderat (5-10 %) eller høy (10-50 %) basert på fraksjon av morens dose/kg kroppsvekt som barnet tilføres. (Barnets relative dose.) Over 3-4 ukers bruk ansees som langtidsbehandling.                        Acetylsalisylsyre (MM-kategori  3)      Overgang til morsmelk er liten. Kan brukes av ammende som tromboseprofylakse eller ved sporadisk bruk av inntil 2 g daglig. Paracetamol eller ibuprofen bør foretrekkes til smertebehandling hos ammende     Relative doseverdier:  Overgang til morsmelk angis som minimal (< 2 %)  liten (2-5 %)  moderat (5-10 %) eller høy (10-50 %) basert på fraksjon av morens dose/kg kroppsvekt som barnet tilføres. (Barnets relative dose.) Over 3-4 ukers bruk ansees som langtidsbehandling.                        Dipyridamol (MM-kategori  3)      Opplysninger om overgang til morsmelk mangler                   GraviditetBegrensede data. Dyrestudier har vist reproduksjonstoksisitet. Anbefales ikke under graviditet og hos fertile kvinner som ikke bruker prevensjon.               AmmingDipyridamol og salisylater utskilles i morsmelk. Bivirkninger hos diende barn kan ikke utelukkes. Det må tas en beslutning om amming skal opphøre eller behandling avstås fra  basert på nytte-/risikovurdering.
